group group_name seqnames start end width strand gene_id gene_biotype symbol
21168 1 genes chr17 50564070 50586135 22066 + ENSDARG00000019995 protein_coding bmp4
21169 1 genes chr17 50655619 50691398 35780 + ENSDARG00000086808 protein_coding ddhd1a
21170 1 genes chr17 50701748 50787754 86007 + ENSDARG00000020242 protein_coding fermt2
21171 1 genes chr17 50798484 50841285 42802 + ENSDARG00000088862 protein_coding stxbp6
21172 1 genes chr17 50973017 50976897 3881 + ENSDARG00000067999 protein_coding CABZ01084793.1
21173 1 genes chr17 51020114 51121525 101412 - ENSDARG00000016775 protein_coding aqr
21174 1 genes chr17 51138092 51199558 61467 - ENSDARG00000027867 protein_coding paplna
21175 1 genes chr17 51201217 51202339 1123 - ENSDARG00000101485 protein_coding si:ch1073-469d17.2
21176 1 genes chr17 51206225 51224800 18576 - ENSDARG00000004870 protein_coding psen1
21177 1 genes chr17 51224421 51229737 5317 + ENSDARG00000020448 protein_coding adi1
21178 1 genes chr17 51231210 51262430 31221 - ENSDARG00000060101 protein_coding trappc12
21179 1 genes chr17 51262556 51317306 54751 + ENSDARG00000043417 protein_coding eipr1
21180 1 genes chr17 51499789 51501572 1784 + ENSDARG00000116393 protein_coding CABZ01067581.1
21181 1 genes chr17 51517750 51612088 94339 + ENSDARG00000098733 protein_coding pxdn
21182 1 genes chr17 51627209 51638206 10998 + ENSDARG00000038969 protein_coding zgc:113142
21183 1 genes chr17 51642687 51651631 8945 - ENSDARG00000038968 protein_coding ccr6b
21184 1 genes chr17 51655229 51679784 24556 - ENSDARG00000070440 protein_coding atp6v1c2
21185 1 genes chr17 51682429 51720803 38375 + ENSDARG00000020077 protein_coding nol10
21186 1 genes chr17 51743908 51760243 16336 + ENSDARG00000007377 protein_coding odc1
21187 1 genes chr17 51764310 51789748 25439 + ENSDARG00000086027 protein_coding si:ch211-168d23.3
21188 1 genes chr17 51796668 51818675 22008 - ENSDARG00000016117 protein_coding exd2
21189 1 genes chr17 51821906 51893123 71218 - ENSDARG00000027279 protein_coding numb
21190 1 genes chr17 51906053 51929012 22960 + ENSDARG00000038957 protein_coding flvcr2a
21191 1 genes chr17 51934501 51938663 4163 - ENSDARG00000111290 protein_coding ERG28
21192 1 genes chr17 51940768 52053880 113113 + ENSDARG00000036793 protein_coding ttll5
21193 1 genes chr17 52059020 52091999 32980 - ENSDARG00000019367 protein_coding tgfb3
21194 1 genes chr17 52300018 52386518 86501 + ENSDARG00000100847 protein_coding esrrb
21195 1 genes chr17 52493499 52521002 27504 - ENSDARG00000041952 protein_coding prox2
21196 1 genes chr17 52524355 52553447 29093 + ENSDARG00000014230 protein_coding dlst
21197 1 genes chr17 52559952 52579709 19758 - ENSDARG00000079024 protein_coding rps6kl1
21198 1 genes chr17 52581012 52587598 6587 - ENSDARG00000041960 protein_coding si:ch211-173a9.6
21199 1 genes chr17 52589913 52595932 6020 - ENSDARG00000087625 protein_coding si:ch211-173a9.6.1
21200 1 genes chr17 52600506 52609728 9223 - ENSDARG00000060062 protein_coding lrrc74a
21201 1 genes chr17 52612866 52643968 31103 + ENSDARG00000077567 protein_coding angel1
21202 1 genes chr17 52632094 52636937 4844 - ENSDARG00000060068 protein_coding fam98b
21203 1 genes chr17 52639492 52659119 19628 - ENSDARG00000041449 protein_coding spred1
21204 1 genes chr17 52822422 52921236 98815 + ENSDARG00000098240 protein_coding meis2a.1
21205 1 genes chr17 52939748 53022822 83075 - ENSDARG00000070461 protein_coding C17H15orf41
21206 1 genes chr17 53156530 53197232 40703 + ENSDARG00000042839 protein_coding dph6
21207 1 genes chr17 53250802 53259501 8700 + ENSDARG00000092716 protein_coding VASH1
21208 1 genes chr17 53273684 53282539 8856 - ENSDARG00000098081 protein_coding GABRR1
21209 1 genes chr17 53284040 53289749 5710 + ENSDARG00000099274 protein_coding atxn3
21210 1 genes chr17 53292215 53295507 3293 + ENSDARG00000036968 protein_coding si:ch1073-416d2.3
21211 1 genes chr17 53296851 53304886 8036 + ENSDARG00000104708 protein_coding ddx24
21212 1 genes chr17 53304723 53308845 4123 - ENSDARG00000101867 protein_coding si:ch1073-416d2.4
21213 1 genes chr17 53311243 53318153 6911 + ENSDARG00000102490 protein_coding asb2b
21214 1 genes chr17 53324006 53329704 5699 - ENSDARG00000098669 protein_coding exd1
21215 1 genes chr17 53344385 53348486 4102 - ENSDARG00000099534 protein_coding CABZ01066926.1
21216 1 genes chr17 53349626 53353653 4028 - ENSDARG00000034063 protein_coding unm_sa911
21217 1 genes chr17 53353419 53359028 5610 - ENSDARG00000112675 protein_coding CABZ01068208.1
21218 1 genes chr17 53356403 53364190 7788 + ENSDARG00000110616 protein_coding CABZ01068209.1
21219 1 genes chr17 53356451 53360342 3892 + ENSDARG00000005627 protein_coding zmp:0000000527
21220 1 genes chr17 53418445 53424873 6429 + ENSDARG00000097339 protein_coding slc9a1b
21221 1 genes chr17 53425037 53426917 1881 + ENSDARG00000091101 protein_coding fabp10b
21222 1 genes chr17 53427931 53434318 6388 + ENSDARG00000086411 protein_coding srsf10b
21223 1 genes chr17 53431272 53444454 13183 + ENSDARG00000097084 protein_coding si:zfos-1714f5.4
21224 1 genes chr17 53435279 53437459 2181 + ENSDARG00000086453 protein_coding cx52.9
21225 1 genes chr17 53438795 53440284 1490 - ENSDARG00000091001 protein_coding mycbp
21226 1 genes chr17 53439606 53447683 8078 + ENSDARG00000097314 protein_coding si:zfos-1714f5.3
21227 1 genes chr25 12012 147663 135652 + ENSDARG00000087843 protein_coding cntn1a
21228 1 genes chr25 135932 169291 33360 - ENSDARG00000090486 protein_coding lipcb
21229 1 genes chr25 150570 160547 9978 + ENSDARG00000015502 protein_coding adam10b
21230 1 genes chr25 172331 173165 835 - ENSDARG00000116725 protein_coding CABZ01114053.1
21231 1 genes chr25 186583 189982 3400 + ENSDARG00000097691 protein_coding pclaf
21232 1 genes chr25 192116 196950 4835 + ENSDARG00000046157 protein_coding RPS17
21233 1 genes chr25 196313 207214 10902 - ENSDARG00000114901 protein_coding FP236318.5
21234 1 genes chr25 202323 204019 1697 - ENSDARG00000114874 protein_coding FP236318.4
21235 1 genes chr25 207422 210730 3309 - ENSDARG00000110485 protein_coding FP236318.3
21236 1 genes chr25 217686 244263 26578 - ENSDARG00000112489 protein_coding CU855936.2
21237 1 genes chr25 222921 225964 3044 - ENSDARG00000110142 protein_coding CABZ01113818.1
21238 1 genes chr25 235992 244424 8433 + ENSDARG00000031774 protein_coding pus7
21239 1 genes chr25 245018 261517 16500 + ENSDARG00000073905 protein_coding vwa5a
21240 1 genes chr25 254462 255971 1510 - ENSDARG00000100096 protein_coding CU855936.1
21241 1 genes chr25 265360 269284 3925 - ENSDARG00000076111 protein_coding CABZ01072254.1
21242 1 genes chr25 314608 348784 34177 - ENSDARG00000040649 protein_coding prickle1a
21243 1 genes chr25 336503 337522 1020 + ENSDARG00000099058 protein_coding CU929262.1
21244 1 genes chr25 371164 375882 4719 - ENSDARG00000099637 protein_coding szl
21245 1 genes chr25 388258 408173 19916 + ENSDARG00000103691 protein_coding rfx7b
21246 1 genes chr25 418932 463592 44661 + ENSDARG00000040442 protein_coding prtgb
21247 1 genes chr25 450343 492549 42207 - ENSDARG00000113543 protein_coding CU633775.2
21248 1 genes chr25 469855 475217 5363 + ENSDARG00000040439 protein_coding rsl24d1
21249 1 genes chr25 479997 483808 3812 - ENSDARG00000092584 protein_coding si:ch1073-385f13.3
21250 1 genes chr25 485353 554142 68790 - ENSDARG00000073843 protein_coding myo9ab
21251 1 genes chr25 581227 691883 110657 + ENSDARG00000090690 protein_coding nell2a
21252 1 genes chr25 710139 752158 42020 - ENSDARG00000088356 protein_coding tmem117
21253 1 genes chr25 753364 764853 11490 + ENSDARG00000115712 protein_coding twf1a
21254 1 genes chr25 768014 774471 6458 - ENSDARG00000100534 protein_coding irak4
21255 1 genes chr25 821725 998096 176372 - ENSDARG00000103388 protein_coding znf609a
21256 1 genes chr25 1035656 1040972 5317 + ENSDARG00000101455 protein_coding si:ch211-284k5.2
21257 1 genes chr25 1047627 1079417 31791 - ENSDARG00000101522 protein_coding FO907089.1
21258 1 genes chr25 1088693 1126311 37619 - ENSDARG00000045968 protein_coding spg11
21259 1 genes chr25 1131420 1134165 2746 + ENSDARG00000104940 protein_coding ciao2a
21260 1 genes chr25 1220279 1235457 15179 - ENSDARG00000063604 protein_coding coro2bb
21261 1 genes chr25 1266945 1323928 56984 - ENSDARG00000059347 protein_coding calml4b
21262 1 genes chr25 1304173 1305384 1212 + ENSDARG00000059348 protein_coding rxfp3.3b
21263 1 genes chr25 1325946 1334504 8559 - ENSDARG00000090002 protein_coding cln6b
21264 1 genes chr25 1335530 1340562 5033 + ENSDARG00000062636 protein_coding fem1b
21265 1 genes chr25 1343161 1426876 83716 - ENSDARG00000007950 protein_coding itga11b
21266 1 genes chr25 1549838 1558398 8561 + ENSDARG00000077083 protein_coding avpr1aa
21267 1 genes chr25 1591964 1624974 33011 + ENSDARG00000063684 protein_coding ppm1h
21268 1 genes chr25 1631828 1687481 55654 - ENSDARG00000099798 protein_coding mon2
21269 1 genes chr25 1695547 1720736 25190 - ENSDARG00000067567 protein_coding SLC6A13
21270 1 genes chr25 1732838 1807811 74974 + ENSDARG00000103311 protein_coding fbln1
21271 1 genes chr25 2002715 2081371 78657 - ENSDARG00000071107 protein_coding wnt7bb
21272 1 genes chr25 2198781 2254112 55332 + ENSDARG00000054323 protein_coding pparab
21273 1 genes chr25 2263857 2277132 13276 + ENSDARG00000077299 protein_coding yars2
21274 1 genes chr25 2282265 2287189 4925 + ENSDARG00000054271 protein_coding cdkn1bb
21275 1 genes chr25 2333258 2355107 21850 - ENSDARG00000038456 protein_coding mrps35
21276 1 genes chr25 2361721 2436574 74854 + ENSDARG00000098076 protein_coding kcnq1.2
21277 1 genes chr25 2645488 2663822 18335 + ENSDARG00000073923 protein_coding adck2
21278 1 genes chr25 2668881 2702935 34055 + ENSDARG00000063522 protein_coding bbs4
21279 1 genes chr25 2706722 2724033 17312 - ENSDARG00000063525 protein_coding adpgk
21280 1 genes chr25 2776511 3012872 236362 + ENSDARG00000075100 protein_coding neo1b
21281 1 genes chr25 2776865 2871393 94529 + ENSDARG00000102069 protein_coding neo1b.1
21282 1 genes chr25 3015676 3034668 18993 - ENSDARG00000010279 protein_coding scamp2
21283 1 genes chr25 3035384 3047644 12261 + ENSDARG00000030786 protein_coding mpi
21284 1 genes chr25 3047129 3058687 11559 - ENSDARG00000093773 protein_coding si:ch1073-296i8.2
21285 1 genes chr25 3058924 3066067 7144 + ENSDARG00000007975 protein_coding fth1b
21286 1 genes chr25 3069671 3087556 17886 - ENSDARG00000078331 protein_coding best1
21287 1 genes chr25 3099073 3118114 19042 + ENSDARG00000007711 protein_coding rab3il1
21288 1 genes chr25 3119810 3139805 19996 - ENSDARG00000012535 protein_coding epx
21289 1 genes chr25 3148431 3192405 43975 - ENSDARG00000071062 protein_coding hps5
21290 1 genes chr25 3196855 3217115 20261 - ENSDARG00000026701 protein_coding gtf2h1
21291 1 genes chr25 3217419 3224669 7251 + ENSDARG00000071074 protein_coding rccd1
21292 1 genes chr25 3224085 3230187 6103 - ENSDARG00000103118 protein_coding cib1
21293 1 genes chr25 3231812 3247343 15532 + ENSDARG00000102571 protein_coding metap2b
21294 1 genes chr25 3257932 3262318 4387 - ENSDARG00000071070 protein_coding pthlhb
21295 1 genes chr25 3294150 3302666 8517 + ENSDARG00000022978 protein_coding tmpob
21296 1 genes chr25 3306620 3321365 14746 + ENSDARG00000025566 protein_coding slc25a3b
21297 1 genes chr25 3326885 3336587 9703 + ENSDARG00000071076 protein_coding ldhbb
21298 1 genes chr25 3341774 3347418 5645 - ENSDARG00000059308 protein_coding golt1bb
21299 1 genes chr25 3347461 3357948 10488 + ENSDARG00000071087 protein_coding slc35b4
21300 1 genes chr25 3358701 3369328 10628 + ENSDARG00000034933 protein_coding chchd3b
21301 1 genes chr25 3378135 3393705 15571 - ENSDARG00000045383 protein_coding gpr22b
21302 1 genes chr25 3449959 3470910 20952 - ENSDARG00000028517 protein_coding hbp1
21303 1 genes chr25 3475384 3503458 28075 - ENSDARG00000036446 protein_coding PRKAR2B
21304 1 genes chr25 3507368 3518589 11222 + ENSDARG00000098911 protein_coding zgc:153293
21305 1 genes chr25 3525494 3529920 4427 + ENSDARG00000101150 protein_coding RAB19
21306 1 genes chr25 3536238 3549366 13129 - ENSDARG00000105077 protein_coding hdhd5
21307 1 genes chr25 3549401 3562782 13382 + ENSDARG00000102145 protein_coding ccdc77
21308 1 genes chr25 3564220 3565263 1044 + ENSDARG00000098561 protein_coding zgc:194202
21309 1 genes chr25 3573095 3647277 74183 - ENSDARG00000099768 protein_coding si:ch211-272n13.3
21310 1 genes chr25 3648497 3672560 24064 + ENSDARG00000099194 protein_coding CABZ01058261.1
21311 1 genes chr25 3677650 3685280 7631 + ENSDARG00000003705 protein_coding prnprs3
21312 1 genes chr25 3708087 3745393 37307 - ENSDARG00000028539 protein_coding morc2
21313 1 genes chr25 3749902 3759322 9421 - ENSDARG00000074226 protein_coding zgc:158398
21314 1 genes chr25 3759553 3787221 27669 + ENSDARG00000038290 protein_coding thoc5
21315 1 genes chr25 3788074 3800889 12816 + ENSDARG00000069673 protein_coding chid1
21316 1 genes chr25 3801227 3808642 7416 - ENSDARG00000053609 protein_coding gatd1
21317 1 genes chr25 3809733 3830272 20540 - ENSDARG00000038288 protein_coding cd151
21318 1 genes chr25 3831090 3867273 36184 + ENSDARG00000116325 protein_coding CU855758.3
21319 1 genes chr25 3831136 3836597 5462 - ENSDARG00000076727 protein_coding si:ch211-247i17.1
21320 1 genes chr25 3844582 3867990 23409 - ENSDARG00000053636 protein_coding cracr2b
21321 1 genes chr25 3868438 3884533 16096 + ENSDARG00000090543 protein_coding tmem138
21322 1 genes chr25 3887270 3892686 5417 - ENSDARG00000078785 protein_coding tmem258
21323 1 genes chr25 3897907 3979583 81677 - ENSDARG00000078676 protein_coding myrf
21324 1 genes chr25 3994391 4129303 134913 + ENSDARG00000058108 protein_coding eps8l2
21325 1 genes chr25 4133488 4148719 15232 - ENSDARG00000019532 protein_coding fads2
21326 1 genes chr25 4180301 4192637 12337 - ENSDARG00000089183 protein_coding ppp1r32
21327 1 genes chr25 4231238 4313699 82462 - ENSDARG00000063568 protein_coding syt7a
21328 1 genes chr25 4460039 4482506 22468 - ENSDARG00000020718 protein_coding slc25a22a
21329 1 genes chr25 4507288 4530085 22798 - ENSDARG00000074626 protein_coding pidd1
21330 1 genes chr25 4541211 4574570 33360 + ENSDARG00000089390 protein_coding pnpla2
21331 1 genes chr25 4581214 4596325 15112 + ENSDARG00000113454 protein_coding CABZ01068600.1
21332 1 genes chr25 4635355 4660125 24771 + ENSDARG00000014311 protein_coding pgghg
21333 1 genes chr25 4660639 4690184 29546 + ENSDARG00000088844 protein_coding deaf1
21334 1 genes chr25 4707173 4733221 26049 - ENSDARG00000038363 protein_coding drd4a
21335 1 genes chr25 4750972 4757823 6852 + ENSDARG00000099233 protein_coding si:zfos-2372e4.1
21336 1 genes chr25 4760489 4780635 20147 + ENSDARG00000098791 protein_coding cdhr5b
21337 1 genes chr25 4787431 4833624 46194 + ENSDARG00000104235 protein_coding myo5c
21338 1 genes chr25 4837915 4851181 13267 + ENSDARG00000099685 protein_coding gnb5a
21339 1 genes chr25 4855549 4886009 30461 + ENSDARG00000103684 protein_coding ap4e1
21340 1 genes chr25 4954220 4959565 5346 + ENSDARG00000097889 protein_coding si:ch73-265h17.2
21341 1 genes chr25 4960509 4977792 17284 + ENSDARG00000097639 protein_coding si:ch73-265h17.4
21342 1 genes chr25 4979446 5002358 22913 + ENSDARG00000010183 protein_coding si:ch73-265h17.1
21343 1 genes chr25 5012791 5013301 511 + ENSDARG00000097688 protein_coding si:ch73-265h17.5
21344 1 genes chr25 5015019 5033064 18046 + ENSDARG00000086458 protein_coding hdac10
21345 1 genes chr25 5035343 5063523 28181 + ENSDARG00000019117 protein_coding parvb
21346 1 genes chr25 5068442 5084539 16098 + ENSDARG00000067711 protein_coding parvg
21347 1 genes chr25 5098062 5189989 91928 - ENSDARG00000067710 protein_coding shisal1b
21348 1 genes chr25 5249513 5261325 11813 + ENSDARG00000089903 protein_coding CABZ01039863.1
21349 1 genes chr25 5288665 5299452 10788 + ENSDARG00000101164 protein_coding nansb
21350 1 genes chr25 5304652 5327417 22766 + ENSDARG00000076361 protein_coding CABZ01039859.1
21351 1 genes chr25 5604512 5681121 76610 + ENSDARG00000036985 protein_coding plxnb2b
21352 1 genes chr25 5702094 5740373 38280 - ENSDARG00000105296 protein_coding AP3B2
21353 1 genes chr25 5755314 5791686 36373 + ENSDARG00000100151 protein_coding appl2
21354 1 genes chr25 5790536 5815834 25299 - ENSDARG00000078139 protein_coding appl2.1
21355 1 genes chr25 5821910 5841136 19227 + ENSDARG00000100152 protein_coding CABZ01067761.1
21356 1 genes chr25 5935938 5963535 27598 - ENSDARG00000028676 protein_coding nuak1b
21357 1 genes chr25 5972690 5982502 9813 + ENSDARG00000053246 protein_coding depdc7b
21358 1 genes chr25 5983430 5990182 6753 + ENSDARG00000092798 protein_coding ppib
21359 1 genes chr25 5992789 6011047 18259 - ENSDARG00000053204 protein_coding snx22
21360 1 genes chr25 6016642 6049339 32698 - ENSDARG00000071031 protein_coding snx1a
21361 1 genes chr25 6049614 6060774 11161 + ENSDARG00000091833 protein_coding sv2
21362 1 genes chr25 6065011 6082509 17499 - ENSDARG00000045932 protein_coding cpeb1a
21363 1 genes chr25 6122823 6153077 30255 + ENSDARG00000045930 protein_coding rbpms2a
21364 1 genes chr25 6186823 6206443 19621 + ENSDARG00000045929 protein_coding oaz2a
21365 1 genes chr25 6211677 6223567 11891 - ENSDARG00000045928 protein_coding psma4
21366 1 genes chr25 6228496 6261693 33198 - ENSDARG00000021466 protein_coding ireb2
21367 1 genes chr25 6266009 6275207 9199 + ENSDARG00000045927 protein_coding slc25a44a
21368 1 genes chr25 6280991 6292560 11570 - ENSDARG00000007755 protein_coding wdr61
21369 1 genes chr25 6306885 6337380 30496 + ENSDARG00000045926 protein_coding crabp1a
21370 1 genes chr25 6349892 6391271 41380 - ENSDARG00000079716 protein_coding sin3aa
21371 1 genes chr25 6403836 6432463 28628 - ENSDARG00000077495 protein_coding ptpn9a
21372 1 genes chr25 6432578 6448050 15473 - ENSDARG00000008395 protein_coding snupn
21373 1 genes chr25 6451038 6481191 30154 + ENSDARG00000014954 protein_coding snx33
21374 1 genes chr25 6507141 6629281 122141 - ENSDARG00000078227 protein_coding cspg4
21375 1 genes chr25 7229046 7230905 1860 + ENSDARG00000034165 protein_coding lingo1a
21376 1 genes chr25 7241084 7336346 95263 + ENSDARG00000031198 protein_coding hmg20a
21377 1 genes chr25 7346800 7413948 67149 + ENSDARG00000079756 protein_coding peak1
21378 1 genes chr25 7423770 7433666 9897 + ENSDARG00000089217 protein_coding ubap1la
21379 1 genes chr25 7435291 7461466 26176 + ENSDARG00000100918 protein_coding prc1a
21380 1 genes chr25 7461624 7489371 27748 + ENSDARG00000101776 protein_coding syt12
21381 1 genes chr25 7492663 7504554 11892 + ENSDARG00000104702 protein_coding cat
21382 1 genes chr25 7504314 7506547 2234 + ENSDARG00000105153 protein_coding ifitm5
21383 1 genes chr25 7519673 7520937 1265 - ENSDARG00000104903 protein_coding cdkn1cb
21384 1 genes chr25 7532627 7564696 32070 + ENSDARG00000101018 protein_coding ptdss2
21385 1 genes chr25 7571920 7591229 19310 + ENSDARG00000032650 protein_coding fuk
21386 1 genes chr25 7591293 7601561 10269 + ENSDARG00000029232 protein_coding FO704779.1
21387 1 genes chr25 7612606 7650335 37730 - ENSDARG00000025218 protein_coding myo5ab
21388 1 genes chr25 7653902 7663608 9707 - ENSDARG00000039880 protein_coding arpp19b
21389 1 genes chr25 7667634 7670655 3022 - ENSDARG00000032037 protein_coding bet1l
21390 1 genes chr25 7670683 7676816 6134 + ENSDARG00000031438 protein_coding kcnj11l
21391 1 genes chr25 7675629 7686269 10641 - ENSDARG00000089255 protein_coding kcnj11l.1
21392 1 genes chr25 7692075 7709797 17723 - ENSDARG00000074468 protein_coding prdm11
21393 1 genes chr25 7718967 7764083 45117 - ENSDARG00000021378 protein_coding phf21ab
21394 1 genes chr25 7784582 7866470 81889 + ENSDARG00000076025 protein_coding dgkzb
21395 1 genes chr25 7872135 7880878 8744 + ENSDARG00000020708 protein_coding mdkb
21396 1 genes chr25 7882847 7887274 4428 - ENSDARG00000017722 protein_coding chrm4b
21397 1 genes chr25 7888019 7918526 30508 - ENSDARG00000039878 protein_coding ambra1b
21398 1 genes chr25 7918695 7925269 6575 - ENSDARG00000005095 protein_coding glcea
21399 1 genes chr25 7927349 7946732 19384 - ENSDARG00000079773 protein_coding nox5
21400 1 genes chr25 7954140 7974494 20355 - ENSDARG00000017444 protein_coding hal
21401 1 genes chr25 7982979 7988936 5958 + ENSDARG00000005485 protein_coding ucmab
21402 1 genes chr25 7987920 8030425 42506 - ENSDARG00000017446 protein_coding camk1db
21403 1 genes chr25 8031999 8055229 23231 - ENSDARG00000016415 protein_coding dhtkd1
21404 1 genes chr25 8063455 8094080 30626 + ENSDARG00000032959 protein_coding kcnc1b
21405 1 genes chr25 8086519 8138122 51604 - ENSDARG00000070986 protein_coding sergef
21406 1 genes chr25 8139220 8160030 20811 - ENSDARG00000029432 protein_coding tph1a
21407 1 genes chr25 8180539 8201983 21445 - ENSDARG00000018681 protein_coding saal1
21408 1 genes chr25 8269947 8292650 22704 + ENSDARG00000100621 protein_coding CABZ01080550.1
21409 1 genes chr25 8316953 8351780 34828 + ENSDARG00000078994 protein_coding muc2.2
21410 1 genes chr25 8356707 8400166 43460 + ENSDARG00000070331 protein_coding muc5.1
21411 1 genes chr25 8407892 8445400 37509 + ENSDARG00000058556 protein_coding muc5.2
21412 1 genes chr25 8447565 8479171 31607 + ENSDARG00000026224 protein_coding fanci
21413 1 genes chr25 8477843 8513255 35413 - ENSDARG00000060951 protein_coding polg
21414 1 genes chr25 8581541 8602437 20897 - ENSDARG00000100265 protein_coding rhcgb
21415 1 genes chr25 8623709 8625601 1893 - ENSDARG00000097155 protein_coding GDPGP1
21416 1 genes chr25 8627748 8660729 32982 - ENSDARG00000103643 protein_coding unc45a
21417 1 genes chr25 8662469 8742650 80182 + ENSDARG00000063101 protein_coding man2a2
21418 1 genes chr25 8755990 8916917 160928 - ENSDARG00000070971 protein_coding furinb
21419 1 genes chr25 8921425 8949639 28215 + ENSDARG00000052124 protein_coding accs
21420 1 genes chr25 8955530 8963927 8398 + ENSDARG00000097032 protein_coding si:ch211-256a21.4
21421 1 genes chr25 9003230 9009902 6673 + ENSDARG00000052122 protein_coding rag1
21422 1 genes chr25 9010425 9013963 3539 - ENSDARG00000052121 protein_coding rag2
21423 1 genes chr25 9013342 9040912 27571 + ENSDARG00000089139 protein_coding im:7145024
21424 1 genes chr25 9678421 9805269 126849 - ENSDARG00000113411 protein_coding lrrc4ca
21425 1 genes chr25 10410620 10436906 26287 + ENSDARG00000052115 protein_coding ehf
21426 1 genes chr25 10458990 10483226 24237 + ENSDARG00000007247 protein_coding ric8a
21427 1 genes chr25 10485103 10496779 11677 + ENSDARG00000016239 protein_coding psmd13
21428 1 genes chr25 10499642 10503043 3402 - ENSDARG00000097209 protein_coding cox8b
21429 1 genes chr25 10514209 10543682 29474 - ENSDARG00000097662 protein_coding tesmin
21430 1 genes chr25 10547228 10553685 6458 + ENSDARG00000046030 protein_coding zgc:110339
21431 1 genes chr25 10556274 10565006 8733 - ENSDARG00000091377 protein_coding galn
21432 1 genes chr25 10568514 10571078 2565 - ENSDARG00000097573 protein_coding si:ch211-107e6.5
21433 1 genes chr25 10571090 10596291 25202 + ENSDARG00000096915 protein_coding si:ch211-107e6.6
21434 1 genes chr25 10602193 10630592 28400 - ENSDARG00000013379 protein_coding ppp6r3
21435 1 genes chr25 10640623 10769039 128417 - ENSDARG00000006921 protein_coding lrp5
21436 1 genes chr25 10762016 10803532 41517 + ENSDARG00000039882 protein_coding ap3s2
21437 1 genes chr25 10776498 10791437 14940 - ENSDARG00000089303 protein_coding BX572619.1
21438 1 genes chr25 10811551 10827771 16221 + ENSDARG00000103878 protein_coding anpepb
21439 1 genes chr25 10830269 10841591 11323 + ENSDARG00000097285 protein_coding ANPEP
21440 1 genes chr25 10843985 10857650 13666 + ENSDARG00000097275 protein_coding si:ch211-147g22.4
21441 1 genes chr25 10882597 10907786 25190 - ENSDARG00000051710 protein_coding CR339041.1
21442 1 genes chr25 10909850 10912468 2619 + ENSDARG00000115781 protein_coding CR339041.3
21443 1 genes chr25 10913725 10919061 5337 + ENSDARG00000096830 protein_coding mhc1lja
21444 1 genes chr25 10923100 10928056 4957 + ENSDARG00000097352 protein_coding si:ch211-147g22.7
21445 1 genes chr25 10929790 10935577 5788 + ENSDARG00000051711 protein_coding CR339041.2
21446 1 genes chr25 10947743 10951126 3384 + ENSDARG00000051712 protein_coding mhc1lfa
21447 1 genes chr25 10953351 10961324 7974 + ENSDARG00000023203 protein_coding mhc1lda
21448 1 genes chr25 10972288 10984041 11754 + ENSDARG00000096977 protein_coding mhc1lla
21449 1 genes chr25 10987817 11001745 13929 + ENSDARG00000096940 protein_coding si:dkey-52p2.5
21450 1 genes chr25 11002640 11006571 3932 + ENSDARG00000051713 protein_coding mhc1lga
21451 1 genes chr25 11008419 11014088 5670 + ENSDARG00000097766 protein_coding mhc1lia
21452 1 genes chr25 11015417 11016675 1259 - ENSDARG00000068761 protein_coding mespab
21453 1 genes chr25 11025903 11026907 1005 - ENSDARG00000097947 protein_coding mespbb
21454 1 genes chr25 11034750 11088839 54090 - ENSDARG00000060711 protein_coding sv2bb
21455 1 genes chr25 11110380 11307786 197407 + ENSDARG00000079994 protein_coding akap13
21456 1 genes chr25 11376854 11378623 1770 - ENSDARG00000102418 protein_coding enc2
21457 1 genes chr25 11389220 11706389 317170 + ENSDARG00000104384 protein_coding agbl1
21458 1 genes chr25 11795683 12203961 408279 - ENSDARG00000077228 protein_coding ntrk3a
21459 1 genes chr25 12399046 12412704 13659 - ENSDARG00000098247 protein_coding det1
21460 1 genes chr25 12494079 12506027 11949 + ENSDARG00000101127 protein_coding map1lc3b
21461 1 genes chr25 12510793 12515741 4949 - ENSDARG00000103098 protein_coding si:ch211-280a23.2
21462 1 genes chr25 12579655 12635371 55717 - ENSDARG00000101242 protein_coding zcchc14
21463 1 genes chr25 12640211 12696137 55927 + ENSDARG00000102204 protein_coding jph3
21464 1 genes chr25 12707546 12730260 22715 - ENSDARG00000100206 protein_coding klhdc4
21465 1 genes chr25 12750340 12788370 38031 - ENSDARG00000099265 protein_coding slc7a5
21466 1 genes chr25 12798270 12809361 11092 - ENSDARG00000101778 protein_coding ca5a
21467 1 genes chr25 12811709 12824939 13231 - ENSDARG00000101332 protein_coding uba2
21468 1 genes chr25 12849609 12851118 1510 + ENSDARG00000102519 protein_coding ccl33.2
21469 1 genes chr25 12853111 12906901 53791 - ENSDARG00000102889 protein_coding sept15
21470 1 genes chr25 12919595 12923482 3888 - ENSDARG00000100484 protein_coding CR450808.2
21471 1 genes chr25 12924989 12935424 10436 - ENSDARG00000099982 protein_coding ccl39.7
21472 1 genes chr25 12936778 12937727 950 - ENSDARG00000105089 protein_coding ccl39.6
21473 1 genes chr25 12981431 12982193 763 - ENSDARG00000098460 protein_coding ccl39.5
21474 1 genes chr25 12995857 12996439 583 - ENSDARG00000104002 protein_coding ccl39.4
21475 1 genes chr25 12997641 12998202 562 - ENSDARG00000100295 protein_coding ccl39.3
21476 1 genes chr25 13017489 13029702 12214 - ENSDARG00000102945 protein_coding ccl39.2
